area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
08083,0,10,70,0,2008,A,NA,895,9086,274253286,102006207,1482408,580,30185,NA,1,1,1,1,1,1,1,NA,6,0.7,-288,-3.1,4586607,1.7,-118114,-0.1,-93343,-5.9,27,4.9,1416,4.9
08085,0,10,70,0,2008,A,NA,1532,15155,496121936,139384454,1991387,630,32736,NA,1,1,1,1,1,1,1,NA,4,0.3,-129,-0.8,18048793,3.8,-2788278,-2,-228511,-10.3,28,4.7,1456,4.7
08087,0,10,70,0,2008,A,NA,741,11255,361299596,103709697,1146700,617,32103,NA,1,1,1,1,1,1,1,NA,-17,-2.2,127,1.1,13757001,4,-909698,-0.9,-133003,-10.4,16,2.7,871,2.8
08089,0,10,70,0,2008,A,NA,541,6229,171841557,57773734,686920,531,27586,NA,1,1,1,1,1,1,1,NA,-12,-2.2,-129,-2,7587864,4.6,-1040227,-1.8,-68325,-9,34,6.8,1750,6.8
08091,0,10,70,0,2008,A,NA,347,1759,53572848,25569066,278204,586,30452,NA,1,1,1,1,1,1,1,NA,2,0.6,-4,-0.2,1989642,3.9,1083152,4.4,-50949,-15.5,23,4.1,1199,4.1
08093,0,10,70,0,2008,A,NA,600,2404,71179211,31727678,319093,569,29605,NA,1,1,1,1,1,1,1,NA,-5,-0.8,-26,-1.1,1341686,1.9,347841,1.1,-26742,-7.7,16,2.9,861,3
08095,0,10,70,0,2008,A,NA,146,1508,41735959,19578307,111816,532,27675,NA,1,1,1,1,1,1,1,NA,-5,-3.3,-40,-2.6,465090,1.1,-550571,-2.7,-22390,-16.7,19,3.7,1008,3.8
08097,0,10,70,0,2008,A,NA,1945,17283,775833115,251843348,3415276,863,44890,NA,1,1,1,1,1,1,1,NA,-14,-0.7,425,2.5,27144465,3.6,11365143,4.7,-226285,-6.2,9,1.1,479,1.1
08099,0,10,70,0,2008,A,NA,429,4900,138479013,54213615,595072,543,28259,NA,1,1,1,1,1,1,1,NA,6,1.4,-96,-1.9,7595056,5.8,505387,0.9,-7419,-1.2,39,7.7,2062,7.9
08101,0,10,70,0,2008,A,NA,3421,57248,1949539086,467531878,9153279,655,34055,NA,1,1,1,1,1,1,1,NA,-14,-0.4,445,0.8,100501039,5.4,-4878351,-1,-708732,-7.2,29,4.6,1503,4.6
08103,0,10,70,0,2008,A,NA,324,4013,217230253,58072834,1031968,1041,54126,NA,1,1,1,1,1,1,1,NA,11,3.5,-118,-2.9,3723365,1.7,-14118684,-19.6,-346761,-25.2,47,4.7,2444,4.7
08105,0,10,70,0,2008,A,NA,457,4275,118710584,47316649,849505,534,27766,NA,1,1,1,1,1,1,1,NA,-1,-0.2,-69,-1.6,2182204,1.9,-205002,-0.4,-90683,-9.6,18,3.5,939,3.5
08107,0,10,70,0,2008,A,NA,1873,15242,615433943,184683115,2888597,776,40378,NA,1,1,1,1,1,1,1,NA,12,0.6,-161,-1,23197324,3.9,2464828,1.4,-246885,-7.9,37,5,1929,5
08109,0,10,70,0,2008,A,NA,198,1564,40142178,23265885,289194,494,25665,NA,1,1,1,1,1,1,1,NA,-3,-1.5,-153,-8.9,-86997,-0.2,-1299476,-5.3,-28585,-9,43,9.5,2238,9.6
08111,0,10,70,0,2008,A,NA,75,290,7093732,4743465,103623,470,24433,NA,1,1,1,1,1,1,1,NA,-3,-3.8,-4,-1.4,280764,4.1,399866,9.2,13559,15.1,24,5.4,1246,5.4
08113,0,10,70,0,2008,A,NA,707,5107,196478277,88491855,1428307,740,38475,NA,1,1,1,1,1,1,1,NA,0,0,-138,-2.6,901347,0.5,1228438,1.4,-75726,-5,23,3.2,1183,3.2
08115,0,10,70,0,2008,A,NA,94,833,21050748,8414150,55807,486,25268,NA,1,1,1,1,1,1,1,NA,-2,-2.1,-137,-14.1,-5517508,-20.8,-2374609,-22,-138621,-71.3,-41,-7.8,-2113,-7.7
08117,0,10,70,0,2008,A,NA,2210,18897,630753574,229306920,3011392,642,33379,NA,1,1,1,1,1,1,1,NA,35,1.6,-295,-1.5,11102536,1.8,-2436827,-1.1,-354267,-10.5,21,3.4,1092,3.4
08119,0,10,70,0,2008,A,NA,857,6950,212556203,83698576,1144607,588,30586,NA,1,1,1,1,1,1,1,NA,-14,-1.6,180,2.7,9218359,4.5,2327716,2.9,25348,2.3,10,1.7,549,1.8
08121,0,10,70,0,2008,A,NA,138,1109,30333819,9844711,90608,526,27363,NA,1,1,1,1,1,1,1,NA,-1,-0.7,-32,-2.8,344186,1.1,-250532,-2.5,6067,7.2,20,4,1068,4.1
08123,0,10,70,0,2008,A,NA,6084,83491,3231078852,828598191,12021287,744,38700,NA,1,1,1,1,1,1,1,NA,15,0.2,582,0.7,157981653,5.1,3766060,0.5,-888545,-6.9,31,4.3,1634,4.4
08125,0,10,70,0,2008,A,NA,417,4103,134123754,53178292,392324,629,32688,NA,1,1,1,1,1,1,1,NA,9,2.2,123,3.1,10664468,8.6,1161400,2.2,-81213,-17.2,32,5.4,1666,5.4
08999,0,10,70,0,2008,A,NA,2862,18723,1434652650,287692045,6884982,1474,76624,NA,1,1,1,1,1,1,1,NA,17,0.6,444,2.4,45178426,3.3,8670906,3.1,704610,11.4,12,0.8,610,0.8
08000,0,10,50,0,2009,A,NA,175105,2201427,103160644151,21221858143,338370212,901,46861,NA,1,1,1,1,1,1,1,NA,-3626,-2,-109438,-4.7,-4558219503,-4.2,-1823946313,-7.9,-42941265,-11.3,5,0.6,247,0.5
08001,0,10,70,0,2009,A,NA,9106,150163,6242545389,1416220954,25111900,799,41572,NA,1,1,1,1,1,1,1,NA,-176,-1.9,-4955,-3.2,-233247568,-3.6,-108245120,-7.1,-2203614,-8.1,-4,-0.5,-176,-0.4
08003,0,10,70,0,2009,A,NA,577,7712,241892741,69390159,945601,603,31366,NA,1,1,1,1,1,1,1,NA,-11,-1.9,-80,-1,371964,0.2,-924498,-1.3,-20242,-2.1,7,1.2,371,1.2
08005,0,10,70,0,2009,A,NA,19199,271602,14571753074,2714163981,46872247,1032,53651,NA,1,1,1,1,1,1,1,NA,-299,-1.5,-11057,-3.9,-478025484,-3.2,-220495726,-7.5,-3790901,-7.5,8,0.8,407,0.8
08007,0,10,70,0,2009,A,NA,564,3342,99283076,41513795,462151,571,29710,NA,1,1,1,1,1,1,1,NA,-43,-7.1,-346,-9.4,-6144862,-5.8,-2494548,-5.7,-85111,-15.6,21,3.8,1120,3.9
08009,0,10,70,0,2009,A,NA,124,1184,29431947,17024282,72304,478,24867,NA,1,1,1,1,1,1,1,NA,-1,-0.8,-20,-1.7,467773,1.6,301711,1.8,-14774,-17,15,3.2,815,3.4
08011,0,10,70,0,2009,A,NA,88,1304,40054764,17055105,86909,591,30723,NA,1,1,1,1,1,1,1,NA,1,1.1,19,1.5,1722037,4.5,537371,3.3,2269,2.7,17,3,898,3
08013,0,10,70,0,2009,A,NA,12910,152906,8017283796,1341407011,20963502,1008,52433,NA,1,1,1,1,1,1,1,NA,-66,-0.5,-9346,-5.8,-655875472,-7.6,-138430119,-9.4,-3679324,-14.9,-20,-1.9,-1022,-1.9
08014,0,10,70,0,2009,A,NA,2082,29863,1856313021,326608219,7266735,1195,62161,NA,1,1,1,1,1,1,1,NA,27,1.3,-551,-1.8,34055057,1.9,-11406415,-3.4,-430571,-5.6,43,3.7,2246,3.7
08015,0,10,70,0,2009,A,NA,935,6540,186068100,62881078,705905,547,28452,NA,1,1,1,1,1,1,1,NA,-2,-0.2,-197,-2.9,-3707156,-2,-2002889,-3.1,-86195,-10.9,5,0.9,283,1
08017,0,10,70,0,2009,A,NA,92,732,24039764,7005439,49466,632,32845,NA,1,1,1,1,1,1,1,NA,8,9.5,-10,-1.3,-1561514,-6.1,-323664,-4.4,-13240,-21.1,-31,-4.7,-1654,-4.8
08019,0,10,70,0,2009,A,NA,391,3181,118241841,39917293,466419,715,37177,NA,1,1,1,1,1,1,1,NA,-7,-1.8,-237,-6.9,-23698529,-16.7,-2245140,-5.3,-41842,-8.2,-84,-10.5,-4345,-10.5
08021,0,10,70,0,2009,A,NA,134,1236,32784724,14553811,163790,510,26527,NA,1,1,1,1,1,1,1,NA,-6,-4.3,-34,-2.7,-294803,-0.9,92148,0.6,-2269,-1.4,9,1.8,475,1.8
08023,0,10,70,0,2009,A,NA,89,716,18199753,11290307,99782,489,25419,NA,1,1,1,1,1,1,1,NA,-3,-3.3,-14,-1.9,1316522,7.8,281718,2.6,5265,5.6,44,9.9,2283,9.9
08025,0,10,70,0,2009,A,NA,55,1132,37889576,11024226,82726,644,33469,NA,1,1,1,1,1,1,1,NA,-1,-1.8,-24,-2.1,-1557471,-3.9,-826762,-7,-15426,-15.7,-12,-1.8,-647,-1.9
08027,0,10,70,0,2009,A,NA,178,872,24255764,10632405,129762,535,27814,NA,1,1,1,1,1,1,1,NA,-7,-3.8,-12,-1.4,-122697,-0.5,-170722,-1.6,14552,12.6,5,0.9,250,0.9
08029,0,10,70,0,2009,A,NA,971,8626,260652654,94638799,1006251,581,30219,NA,1,1,1,1,1,1,1,NA,-17,-1.7,-418,-4.6,-11367636,-4.2,-6346235,-6.3,-150826,-13,3,0.5,140,0.5
08031,0,10,70,0,2009,A,NA,25440,423334,23906213734,4010252332,65227434,1086,56471,NA,1,1,1,1,1,1,1,NA,-392,-1.5,-25930,-5.8,-1358128520,-5.4,-411597286,-9.3,-10375665,-13.7,5,0.5,236,0.4
08033,0,10,70,0,2009,A,NA,71,390,10067935,5757153,42202,496,25788,NA,1,1,1,1,1,1,1,NA,-2,-2.7,-41,-9.5,-799999,-7.4,-458094,-7.4,-17595,-29.4,11,2.3,543,2.2
08035,0,10,70,0,2009,A,NA,9478,90073,4591630769,937459542,14737186,980,50977,NA,1,1,1,1,1,1,1,NA,-116,-1.2,-3631,-3.9,143077188,3.2,-57603967,-5.8,-2937961,-16.6,67,7.3,3503,7.4
08037,0,10,70,0,2009,A,NA,3533,29043,1143787888,369888563,4569601,757,39383,NA,1,1,1,1,1,1,1,NA,-78,-2.2,-3213,-10,-174756234,-13.3,-59923360,-13.9,-1164352,-20.3,-29,-3.7,-1494,-3.7
08039,0,10,70,0,2009,A,NA,642,3151,100502559,49768303,516256,613,31899,NA,1,1,1,1,1,1,1,NA,-23,-3.5,-254,-7.5,-10176732,-9.2,-5320049,-9.7,-132886,-20.5,-12,-1.9,-609,-1.9
08041,0,10,70,0,2009,A,NA,17143,234396,9889150147,2022491872,35662919,811,42190,NA,1,1,1,1,1,1,1,NA,-394,-2.2,-10507,-4.3,-217519609,-2.2,-155893642,-7.2,-3722263,-9.5,17,2.1,922,2.2
08043,0,10,70,0,2009,A,NA,962,13095,453560884,95692452,1278651,666,34638,NA,1,1,1,1,1,1,1,NA,-42,-4.2,-566,-4.1,-15825088,-3.4,-8596619,-8.2,-193224,-13.1,5,0.8,278,0.8
08045,0,10,70,0,2009,A,NA,2846,25092,1094020534,291776408,4344434,838,43601,NA,1,1,1,1,1,1,1,NA,-72,-2.5,-3568,-12.4,-208808206,-16,-62517222,-17.6,-1119671,-20.5,-36,-4.1,-1858,-4.1
08047,0,10,70,0,2009,A,NA,162,5074,181657355,75464292,718366,688,35802,NA,1,1,1,1,1,1,1,NA,-4,-2.4,315,6.6,10647253,6.2,6985653,10.2,-10885,-1.5,-3,-0.4,-133,-0.4
08049,0,10,70,0,2009,A,NA,996,6797,200401761,74532560,881853,567,29484,NA,1,1,1,1,1,1,1,NA,-40,-3.9,-647,-8.7,-21362416,-9.6,-8802197,-10.6,-110252,-11.1,-6,-1,-308,-1
08051,0,10,70,0,2009,A,NA,1155,7805,267216146,82805025,1015349,658,34238,NA,1,1,1,1,1,1,1,NA,-27,-2.3,-578,-6.9,-4541655,-1.7,-6349817,-7.1,-90347,-8.2,35,5.6,1820,5.6
08053,0,10,70,0,2009,A,NA,91,298,7113665,4175819,31107,459,23871,NA,1,1,1,1,1,1,1,NA,5,5.8,0,0,-316414,-4.3,124638,3.1,-6593,-17.5,-21,-4.4,-1083,-4.3
08055,0,10,70,0,2009,A,NA,224,1944,55928804,22286985,231980,553,28771,NA,1,1,1,1,1,1,1,NA,-9,-3.9,-138,-6.6,-1168184,-2,-1126075,-4.8,-30568,-11.6,26,4.9,1349,4.9
08057,0,10,70,0,2009,A,NA,84,601,15831343,7171620,62557,507,26342,NA,1,1,1,1,1,1,1,NA,0,0,22,3.8,787642,5.2,437308,6.5,5248,9.2,7,1.4,341,1.3
08059,0,10,70,0,2009,A,NA,18266,203855,9541915924,1862482409,28493681,900,46807,NA,1,1,1,1,1,1,1,NA,-475,-2.5,-7647,-3.6,-304975154,-3.1,-132716156,-6.7,-3680262,-11.4,5,0.6,250,0.5
08061,0,10,70,0,2009,A,NA,55,424,12414523,4721501,33395,563,29274,NA,1,1,1,1,1,1,1,NA,6,12.2,7,1.7,998846,8.7,231921,5.2,4580,15.9,37,7,1915,7
08063,0,10,70,0,2009,A,NA,295,3016,85565620,31698624,253895,546,28374,NA,1,1,1,1,1,1,1,NA,-4,-1.3,34,1.1,2442537,2.9,1098610,3.6,-8510,-3.2,10,1.9,502,1.8
08065,0,10,70,0,2009,A,NA,236,1909,53969255,16592243,150705,544,28266,NA,1,1,1,1,1,1,1,NA,-14,-5.6,-146,-7.1,-4704422,-8,-2356585,-12.4,-54170,-26.4,-5,-0.9,-287,-1
08067,0,10,70,0,2009,A,NA,2548,24252,935799438,313784732,3167270,742,38587,NA,1,1,1,1,1,1,1,NA,-99,-3.7,-1537,-6,-45968114,-4.7,-21099805,-6.3,-498483,-13.6,10,1.4,517,1.4
08069,0,10,70,0,2009,A,NA,10202,126436,5089162382,1076607659,17181880,774,40251,NA,1,1,1,1,1,1,1,NA,-228,-2.2,-4808,-3.7,-180792068,-3.4,-71444756,-6.2,-1478289,-7.9,2,0.3,97,0.2
08071,0,10,70,0,2009,A,NA,522,5520,168771691,65577682,621035,588,30576,NA,1,1,1,1,1,1,1,NA,-11,-2.1,-659,-10.7,-27700678,-14.1,-7983038,-10.9,-198204,-24.2,-23,-3.8,-1222,-3.8
08073,0,10,70,0,2009,A,NA,164,2030,64509926,19337167,129424,611,31786,NA,1,1,1,1,1,1,1,NA,-2,-1.2,-34,-1.6,786412,1.2,-55807,-0.3,7525,6.2,17,2.9,910,2.9
08075,0,10,70,0,2009,A,NA,676,8405,260305740,69761628,720597,596,30970,NA,1,1,1,1,1,1,1,NA,-10,-1.5,-105,-1.2,-9159023,-3.4,-777435,-1.1,23908,3.4,-13,-2.1,-694,-2.2
08077,0,10,70,0,2009,A,NA,5210,60264,2317114365,547881735,8533582,739,38450,NA,1,1,1,1,1,1,1,NA,-118,-2.2,-4240,-6.6,-214443706,-8.5,-70643095,-11.4,-1780549,-17.3,-16,-2.1,-796,-2
08079,0,10,70,0,2009,A,NA,74,466,10687209,6786235,54084,441,22938,NA,1,1,1,1,1,1,1,NA,0,0,-21,-4.3,-940215,-8.1,-539750,-7.4,-7460,-12.1,-18,-3.9,-950,-4
08081,0,10,70,0,2009,A,NA,520,5489,224562232,56739275,819748,787,40912,NA,1,1,1,1,1,1,1,NA,-5,-1,3,0.1,8198731,3.8,1286411,2.3,114697,16.3,29,3.8,1473,3.7
08083,0,10,70,0,2009,A,NA,873,8809,263781447,98072557,1240279,576,29945,NA,1,1,1,1,1,1,1,NA,-22,-2.5,-277,-3,-10471839,-3.8,-3933650,-3.9,-242129,-16.3,-4,-0.7,-240,-0.8
08085,0,10,70,0,2009,A,NA,1460,14258,473714242,126161690,1694861,639,33224,NA,1,1,1,1,1,1,1,NA,-72,-4.7,-897,-5.9,-22407694,-4.5,-13222764,-9.5,-296526,-14.9,9,1.4,488,1.5
08087,0,10,70,0,2009,A,NA,723,11209,364401055,100417380,1089814,625,32508,NA,1,1,1,1,1,1,1,NA,-18,-2.4,-46,-0.4,3101459,0.9,-3292317,-3.2,-56886,-5,8,1.3,405,1.3
08089,0,10,70,0,2009,A,NA,531,6326,173055383,59446037,695628,526,27358,NA,1,1,1,1,1,1,1,NA,-10,-1.8,97,1.6,1213826,0.7,1672303,2.9,8708,1.3,-5,-0.9,-228,-0.8
08091,0,10,70,0,2009,A,NA,339,1582,48474932,23753951,239037,589,30637,NA,1,1,1,1,1,1,1,NA,-8,-2.3,-177,-10.1,-5097916,-9.5,-1815115,-7.1,-39167,-14.1,3,0.5,185,0.6
08093,0,10,70,0,2009,A,NA,552,2201,63800010,28580605,280768,557,28989,NA,1,1,1,1,1,1,1,NA,-48,-8,-203,-8.4,-7379201,-10.4,-3147073,-9.9,-38325,-12,-12,-2.1,-616,-2.1
08095,0,10,70,0,2009,A,NA,153,1571,45405450,20471652,115184,556,28911,NA,1,1,1,1,1,1,1,NA,7,4.8,63,4.2,3669491,8.8,893345,4.6,3368,3,24,4.5,1236,4.5
08097,0,10,70,0,2009,A,NA,1877,15549,664635770,217239760,2756854,822,42745,NA,1,1,1,1,1,1,1,NA,-68,-3.5,-1734,-10,-111197345,-14.3,-34603588,-13.7,-658422,-19.3,-41,-4.8,-2145,-4.8
08099,0,10,70,0,2009,A,NA,419,4666,135627402,49663997,528474,559,29066,NA,1,1,1,1,1,1,1,NA,-10,-2.3,-234,-4.8,-2851611,-2.1,-4549618,-8.4,-66598,-11.2,16,2.9,807,2.9
08101,0,10,70,0,2009,A,NA,3333,55680,1942644104,444070098,8572123,671,34889,NA,1,1,1,1,1,1,1,NA,-88,-2.6,-1568,-2.7,-6894982,-0.4,-23461780,-5,-581156,-6.3,16,2.4,834,2.4
08103,0,10,70,0,2009,A,NA,312,3310,166720051,45327180,620273,969,50362,NA,1,1,1,1,1,1,1,NA,-12,-3.7,-703,-17.5,-50510202,-23.3,-12745654,-21.9,-411695,-39.9,-72,-6.9,-3764,-7
08105,0,10,70,0,2009,A,NA,445,4280,122887245,47742144,840323,552,28711,NA,1,1,1,1,1,1,1,NA,-12,-2.6,5,0.1,4176661,3.5,425495,0.9,-9182,-1.1,18,3.4,945,3.4
08107,0,10,70,0,2009,A,NA,1816,13770,562053157,158448505,2421514,785,40816,NA,1,1,1,1,1,1,1,NA,-57,-3,-1472,-9.7,-53380786,-8.7,-26234610,-14.2,-467083,-16.2,9,1.2,438,1.1
08109,0,10,70,0,2009,A,NA,192,1555,40735097,23644772,283426,504,26200,NA,1,1,1,1,1,1,1,NA,-6,-3,-9,-0.6,592919,1.5,378887,1.6,-5768,-2,10,2,535,2.1
08111,0,10,70,0,2009,A,NA,73,273,6404044,4434056,86928,452,23501,NA,1,1,1,1,1,1,1,NA,-2,-2.7,-17,-5.9,-689688,-9.7,-309409,-6.5,-16695,-16.1,-18,-3.8,-932,-3.8
08113,0,10,70,0,2009,A,NA,674,4572,168472795,80048256,1201041,709,36853,NA,1,1,1,1,1,1,1,NA,-33,-4.7,-535,-10.5,-28005482,-14.3,-8443599,-9.5,-227266,-15.9,-31,-4.2,-1622,-4.2
08115,0,10,70,0,2009,A,NA,92,817,21300572,8202305,50820,501,26061,NA,1,1,1,1,1,1,1,NA,-2,-2.1,-16,-1.9,249824,1.2,-211845,-2.5,-4987,-8.9,15,3.1,793,3.1
08117,0,10,70,0,2009,A,NA,2200,17420,567719021,205013843,2547507,627,32590,NA,1,1,1,1,1,1,1,NA,-10,-0.5,-1477,-7.8,-63034553,-10,-24293077,-10.6,-463885,-15.4,-15,-2.3,-789,-2.4
08119,0,10,70,0,2009,A,NA,826,6751,211289155,82664569,1101786,602,31297,NA,1,1,1,1,1,1,1,NA,-31,-3.6,-199,-2.9,-1267048,-0.6,-1034007,-1.2,-42821,-3.7,14,2.4,711,2.3
08121,0,10,70,0,2009,A,NA,137,1078,30614755,9560110,85836,546,28395,NA,1,1,1,1,1,1,1,NA,-1,-0.7,-31,-2.8,280936,0.9,-284601,-2.9,-4772,-5.3,20,3.8,1032,3.8
08123,0,10,70,0,2009,A,NA,5948,79302,2986184528,752272185,10412014,724,37656,NA,1,1,1,1,1,1,1,NA,-136,-2.2,-4189,-5,-244894324,-7.6,-76326006,-9.2,-1609273,-13.4,-20,-2.7,-1044,-2.7
08125,0,10,70,0,2009,A,NA,402,3909,126335072,51788779,365522,622,32323,NA,1,1,1,1,1,1,1,NA,-15,-3.6,-194,-4.7,-7788682,-5.8,-1389513,-2.6,-26802,-6.8,-7,-1.1,-365,-1.1
08999,0,10,70,0,2009,A,NA,2645,18274,1491837051,268013032,7175559,1570,81639,NA,1,1,1,1,1,1,1,NA,-217,-7.6,-449,-2.4,57184401,4,-19679013,-6.8,290577,4.2,96,6.5,5015,6.5
08000,0,10,50,0,2010,A,NA,171634,2176986,104207433813,21003755047,441248343,921,47868,NA,1,1,1,1,1,1,1,NA,-3471,-2,-24441,-1.1,1046789662,1,-218103096,-1,102878131,30.4,20,2.2,1007,2.1
08001,0,10,70,0,2010,A,NA,8973,147987,6241282566,1405197072,33694832,811,42175,NA,1,1,1,1,1,1,1,NA,-133,-1.5,-2176,-1.4,-1262823,0,-11023882,-0.8,8582932,34.2,12,1.5,603,1.5
08003,0,10,70,0,2010,A,NA,569,7802,246468707,71827223,1170856,607,31589,NA,1,1,1,1,1,1,1,NA,-8,-1.4,90,1.2,4575966,1.9,2437064,3.5,225255,23.8,4,0.7,223,0.7
08005,0,10,70,0,2010,A,NA,18896,270339,14754273270,2719854478,62220546,1050,54577,NA,1,1,1,1,1,1,1,NA,-303,-1.6,-1263,-0.5,182520196,1.3,5690497,0.2,15348299,32.7,18,1.7,926,1.7
08007,0,10,70,0,2010,A,NA,530,3241,97263629,41188324,572914,577,30014,NA,1,1,1,1,1,1,1,NA,-34,-6,-101,-3,-2019447,-2,-325471,-0.8,110763,24,6,1.1,304,1
08009,0,10,70,0,2010,A,NA,116,1163,29014236,16469729,68486,480,24953,NA,1,1,1,1,1,1,1,NA,-8,-6.5,-21,-1.8,-417711,-1.4,-554553,-3.3,-3818,-5.3,2,0.4,86,0.3
08011,0,10,70,0,2010,A,NA,92,1310,41080664,17326868,111333,603,31365,NA,1,1,1,1,1,1,1,NA,4,4.5,6,0.5,1025900,2.6,271763,1.6,24424,28.1,12,2,642,2.1
08013,0,10,70,0,2010,A,NA,12873,152118,8263729324,1340466579,28405126,1045,54325,NA,1,1,1,1,1,1,1,NA,-37,-0.3,-788,-0.5,246445528,3.1,-940432,-0.1,7441624,35.5,37,3.7,1892,3.6
08014,0,10,70,0,2010,A,NA,2096,29919,1859220769,329525542,9434272,1195,62143,NA,1,1,1,1,1,1,1,NA,14,0.7,56,0.2,2907748,0.2,2917323,0.9,2167537,29.8,0,0,-18,0
08015,0,10,70,0,2010,A,NA,892,6419,185256927,61217362,870237,555,28862,NA,1,1,1,1,1,1,1,NA,-43,-4.6,-121,-1.9,-811173,-0.4,-1663716,-2.6,164332,23.3,8,1.5,410,1.4
08017,0,10,70,0,2010,A,NA,92,752,24957521,7349821,81567,639,33210,NA,1,1,1,1,1,1,1,NA,0,0,20,2.7,917757,3.8,344382,4.9,32101,64.9,7,1.1,365,1.1
08019,0,10,70,0,2010,A,NA,371,3171,125637331,40156046,641517,762,39625,NA,1,1,1,1,1,1,1,NA,-20,-5.1,-10,-0.3,7395490,6.3,238753,0.6,175098,37.5,47,6.6,2448,6.6
08021,0,10,70,0,2010,A,NA,139,1268,34257374,14652532,175062,520,27024,NA,1,1,1,1,1,1,1,NA,5,3.7,32,2.6,1472650,4.5,98721,0.7,11272,6.9,10,2,497,1.9
08023,0,10,70,0,2010,A,NA,90,739,19387253,10514539,115204,505,26249,NA,1,1,1,1,1,1,1,NA,1,1.1,23,3.2,1187500,6.5,-775768,-6.9,15422,15.5,16,3.3,830,3.3
08025,0,10,70,0,2010,A,NA,57,1132,39421984,10910792,103418,670,34817,NA,1,1,1,1,1,1,1,NA,2,3.6,0,0,1532408,4,-113434,-1,20692,25,26,4,1348,4
08027,0,10,70,0,2010,A,NA,168,869,25636645,10589079,169144,568,29518,NA,1,1,1,1,1,1,1,NA,-10,-5.6,-3,-0.3,1380881,5.7,-43326,-0.4,39382,30.3,33,6.2,1704,6.1
08029,0,10,70,0,2010,A,NA,916,8208,250707376,88969345,1144481,587,30544,NA,1,1,1,1,1,1,1,NA,-55,-5.7,-418,-4.8,-9945278,-3.8,-5669454,-6,138230,13.7,6,1,325,1.1
08031,0,10,70,0,2010,A,NA,25264,420505,24349606370,3996624772,88946867,1114,57906,NA,1,1,1,1,1,1,1,NA,-176,-0.7,-2829,-0.7,443392636,1.9,-13627560,-0.3,23719433,36.4,28,2.6,1435,2.5
08033,0,10,70,0,2010,A,NA,66,386,10317248,5722532,53518,514,26752,NA,1,1,1,1,1,1,1,NA,-5,-7,-4,-1,249313,2.5,-34621,-0.6,11316,26.8,18,3.6,964,3.7
08035,0,10,70,0,2010,A,NA,9424,89826,4668220203,936829024,19415823,999,51970,NA,1,1,1,1,1,1,1,NA,-54,-0.6,-247,-0.3,76589434,1.7,-630518,-0.1,4678637,31.7,19,1.9,993,1.9
08037,0,10,70,0,2010,A,NA,3350,27459,1069940885,350400740,5797811,749,38965,NA,1,1,1,1,1,1,1,NA,-183,-5.2,-1584,-5.5,-73847003,-6.5,-19487823,-5.3,1228210,26.9,-8,-1.1,-418,-1.1
08039,0,10,70,0,2010,A,NA,616,3084,96833957,48779613,600312,604,31401,NA,1,1,1,1,1,1,1,NA,-26,-4,-67,-2.1,-3668602,-3.7,-988690,-2,84056,16.3,-9,-1.5,-498,-1.6
08041,0,10,70,0,2010,A,NA,16868,232225,9983156061,2010865588,45430376,827,42989,NA,1,1,1,1,1,1,1,NA,-275,-1.6,-2171,-0.9,94005914,1,-11626284,-0.6,9767457,27.4,16,2,799,1.9
08043,0,10,70,0,2010,A,NA,920,13051,454543578,94925289,1686891,670,34829,NA,1,1,1,1,1,1,1,NA,-42,-4.4,-44,-0.3,982694,0.2,-767163,-0.8,408240,31.9,4,0.6,191,0.6
08045,0,10,70,0,2010,A,NA,2714,23095,1000262357,255122686,5039322,833,43311,NA,1,1,1,1,1,1,1,NA,-132,-4.6,-1997,-8,-93758177,-8.6,-36653722,-12.6,694888,16,-5,-0.6,-290,-0.7
08047,0,10,70,0,2010,A,NA,154,5503,197875843,78454914,1207168,691,35956,NA,1,1,1,1,1,1,1,NA,-8,-4.9,429,8.5,16218488,8.9,2990622,4,488802,68,3,0.4,154,0.4
08049,0,10,70,0,2010,A,NA,930,6481,189686829,71799471,1027167,563,29268,NA,1,1,1,1,1,1,1,NA,-66,-6.6,-316,-4.6,-10714932,-5.3,-2733089,-3.7,145314,16.5,-4,-0.7,-216,-0.7
08051,0,10,70,0,2010,A,NA,1118,7628,260371086,77739161,1111853,656,34132,NA,1,1,1,1,1,1,1,NA,-37,-3.2,-177,-2.3,-6845060,-2.6,-5065864,-6.1,96504,9.5,-2,-0.3,-106,-0.3
